id,name,frequency
1387,Mcneill,22383
1388,Dick,22383
1389,Rodrigues,22383
1390,Leal,22383
1391,Coates,22383
1392,Raines,22383
1393,Mccain,22383
1394,Mccord,22383
1395,Miner,22383
1396,Holbrook,22383
1397,Swift,22383
1398,Dukes,22383
1399,Carlisle,22383
1400,Aldridge,22383
1401,Ackerman,22383
1402,Starks,22383
1403,Ricks,22383
1404,Holliday,22383
1405,Ferris,22383
1406,Hairston,22383
1407,Sheffield,22383
1408,Lange,22383
1409,Fountain,22383
1410,Marino,22383
1411,Doss,22383
1412,Betts,22383
1413,Kaplan,22383
1414,Carmichael,22383
1415,Bloom,22383
1416,Ruffin,22383
1417,Penn,22383
1418,Kern,22383
1419,Bowles,22383
1420,Sizemore,22383
1421,Larkin,22383
1422,Dupree,22383
1423,Jewell,22383
1424,Silver,22383
1425,Seals,22383
1426,Metcalf,22383
1427,Hutchison,22383
1428,Henley,22383
1429,Farr,22383
1430,Castle,22383
1431,Mccauley,22383
1432,Hankins,22383
1433,Gustafson,22383
1434,Deal,22383
1435,Curran,22383
1436,Ash,22383
1437,Waddell,22383
1438,Ramey,22383
1439,Cates,22383
1440,Pollock,22383
1441,Major,22383
1442,Irvin,22383
1443,Cummins,22383
1444,Messer,22383
1445,Heller,22383
1446,Dewitt,22383
1447,Lin,22383
1448,Funk,22383
1449,Cornett,22383
1450,Palacios,22383
1451,Galindo,22383
1452,Cano,22383
1453,Hathaway,22383
1454,Singer,19896
1455,Pham,19896
1456,Enriquez,19896
1457,Aaron,19896
1458,Salgado,19896
1459,Pelletier,19896
1460,Painter,19896
1461,Wiseman,19896
1462,Blount,19896
1463,Hand,19896
1464,Feliciano,19896
1465,Temple,19896
1466,Houser,19896
1467,Doherty,19896
1468,Mead,19896
1469,Mcgraw,19896
1470,Toney,19896
1471,Swan,19896
1472,Melvin,19896
1473,Capps,19896
1474,Blanco,19896
1475,Blackmon,19896
1476,Wesley,19896
1477,Thomson,19896
1478,Mcmanus,19896
1479,Fair,19896
1480,Burkett,19896
1481,Post,19896
1482,Gleason,19896
1483,Rudolph,19896
1484,Ott,19896
1485,Dickens,19896
1486,Cormier,19896
1487,Voss,19896
1488,Rushing,19896
1489,Rosenberg,19896
1490,Hurd,19896
1491,Dumas,19896
1492,Benitez,19896
1493,Arellano,19896
1494,Story,19896
1495,Marin,19896
1496,Caudill,19896
1497,Bragg,19896
1498,Jaramillo,19896
1499,Huerta,19896
1500,Gipson,19896
1501,Colvin,19896
1502,Biggs,19896
1503,Vela,19896
1504,Platt,19896
1505,Cassidy,19896
1506,Tompkins,19896
1507,Mccollum,19896
1508,Kay,19896
1509,Gabriel,19896
1510,Dolan,19896
1511,Daley,19896
1512,Crump,19896
1513,Street,19896
1514,Sneed,19896
1515,Kilgore,19896
1516,Grove,19896
1517,Grimm,19896
1518,Davison,19896
1519,Brunson,19896
1520,Prater,19896
1521,Marcum,19896
1522,Devine,19896
1523,Kyle,19896
1524,Dodge,19896
1525,Stratton,19896
1526,Rosas,19896
1527,Choi,19896
1528,Tripp,19896
1529,Ledbetter,19896
1530,Lay,19896
1531,Hightower,19896
1532,Haywood,19896
1533,Feldman,19896
1534,Epps,19896
1535,Yeager,19896
1536,Posey,19896
1537,Sylvester,19896
1538,Scruggs,19896
1539,Cope,19896
1540,Stubbs,19896
1541,Richey,19896
1542,Overton,19896
1543,Trotter,19896
1544,Sprague,19896
1545,Cordero,19896
1546,Butcher,19896
1547,Burger,19896
1548,Stiles,19896
1549,Burgos,19896
1550,Woodson,19896
1551,Horner,19896
1552,Bassett,19896
1553,Purcell,19896
1554,Haskins,19896
1555,Gee,19896
1556,Akins,19896
1557,Abraham,19896
1558,Hoyt,19896
1559,Ziegler,19896
1560,Spaulding,19896
1561,Hadley,19896
1562,Grubbs,19896
1563,Sumner,19896
1564,Murillo,19896
1565,Zavala,19896
1566,Shook,19896
1567,Lockwood,19896
1568,Jarrett,19896
1569,Driscoll,19896
1570,Dahl,19896
1571,Thorpe,19896
1572,Sheridan,19896
1573,Redmond,19896
1574,Putnam,19896
1575,Mcwilliams,19896
1576,Mcrae,19896
1577,Cornell,19896
1578,Felton,19896
1579,Romano,19896
1580,Joiner,19896
1581,Sadler,19896
1582,Hedrick,19896
1583,Hager,19896
1584,Hagen,19896
1585,Fitch,19896
1586,Coulter,19896
1587,Thacker,19896
1588,Mansfield,19896
1589,Langston,19896
1590,Guidry,19896
1591,Ferreira,19896
1592,Corley,19896
1593,Conn,19896
1594,Rossi,19896
1595,Lackey,19896
1596,Cody,19896
1597,Baez,19896
1598,Saenz,19896
1599,Mcnamara,19896
1600,Darnell,19896
1601,Michel,19896
1602,Mcmullen,19896
1603,Mckenna,19896
1604,Mcdonough,19896
1605,Link,19896
1606,Engel,19896
1607,Browne,19896
1608,Roper,19896
1609,Peacock,19896
1610,Eubanks,19896
1611,Drummond,19896
1612,Stringer,19896
1613,Pritchett,19896
1614,Parham,19896
1615,Mims,19896
1616,Landers,19896
1617,Ham,19896
1618,Grayson,19896
1619,Stacy,19896
1620,Schafer,19896
1621,Egan,19896
1622,Timmons,19896
1623,Ohara,19896
1624,Keen,19896
1625,Hamlin,19896
1626,Finn,19896
1627,Cortes,19896
1628,Mcnair,19896
1629,Louis,19896
1630,Clifford,19896
1631,Nadeau,19896
1632,Moseley,19896
1633,Michaud,19896
1634,Rosen,19896
1635,Oakes,19896
1636,Kurtz,19896
1637,Jeffers,19896
1638,Calloway,19896
1639,Beal,19896
1640,Bautista,19896
1641,Winn,19896
1642,Suggs,19896
1643,Stern,19896
1644,Stapleton,19896
1645,Lyles,19896
1646,Laird,19896
1647,Montano,19896
1648,Diamond,19896
1649,Dawkins,19896
1650,Roland,19896
1651,Hagan,19896
1652,Goldman,19896
1653,Bryson,19896
1654,Barajas,19896
1655,Lovett,19896
1656,Segura,19896
1657,Metz,19896
1658,Lockett,19896
1659,Langford,19896
1660,Hinson,19896
1661,Eastman,19896
1662,Rock,19896
1663,Hooks,19896
1664,Woody,17409
1665,Smallwood,17409
1666,Shapiro,17409
1667,Crowell,17409
1668,Whalen,17409
1669,Triplett,17409
1670,Hooker,17409
1671,Chatman,17409
1672,Aldrich,17409
1673,Cahill,17409
1674,Youngblood,17409
1675,Ybarra,17409
1676,Stallings,17409
1677,Sheets,17409
1678,Samuel,17409
1679,Reeder,17409
1680,Person,17409
1681,Pack,17409
1682,Lacey,17409
1683,Connelly,17409
1684,Bateman,17409
1685,Abernathy,17409
1686,Winkler,17409
1687,Wilkes,17409
1688,Masters,17409
1689,Hackett,17409
1690,Granger,17409
1691,Gillis,17409
1692,Schmitz,17409
1693,Sapp,17409
1694,Napier,17409
1695,Souza,17409
1696,Lanier,17409
1697,Gomes,17409
1698,Weir,17409
1699,Otero,17409
1700,Ledford,17409
1701,Burroughs,17409
1702,Babcock,17409
1703,Ventura,17409
1704,Siegel,17409
1705,Dugan,17409
1706,Clinton,17409
1707,Christie,17409
1708,Bledsoe,17409
1709,Atwood,17409
1710,Wray,17409
1711,Varner,17409
1712,Spangler,17409
1713,Otto,17409
1714,Anaya,17409
1715,Staley,17409
1716,Kraft,17409
1717,Fournier,17409
1718,Eddy,17409
1719,Belanger,17409
1720,Wolff,17409
1721,Thorne,17409
1722,Bynum,17409
1723,Burnette,17409
1724,Boykin,17409
1725,Swenson,17409
1726,Purvis,17409
1727,Pina,17409
1728,Khan,17409
1729,Duvall,17409
1730,Darby,17409
1731,Xiong,17409
1732,Kauffman,17409
1733,Ali,17409
1734,Yu,17409
1735,Healy,17409
1736,Engle,17409
1737,Corona,17409
1738,Benoit,17409
1739,Valle,17409
1740,Steiner,17409
1741,Spicer,17409
1742,Shaver,17409
1743,Randle,17409
1744,Lundy,17409
1745,Dow,17409
1746,Chin,17409
1747,Calvert,17409
1748,Staton,17409
1749,Neff,17409
1750,Kearney,17409
1751,Darden,17409
1752,Oakley,17409
1753,Medeiros,17409
1754,Mccracken,17409
1755,Crenshaw,17409
1756,Block,17409
1757,Beaver,17409
1758,Perdue,17409
1759,Dill,17409
1760,Whittaker,17409
1761,Tobin,17409
1762,Cornelius,17409
1763,Washburn,17409
1764,Hogue,17409
1765,Goodrich,17409
1766,Easley,17409
1767,Bravo,17409
1768,Dennison,17409
1769,Vera,17409
1770,Shipley,17409
1771,Kerns,17409
1772,Jorgensen,17409
1773,Crain,17409
1774,Abel,17409
1775,Villalobos,17409
1776,Maurer,17409
1777,Longoria,17409
1778,Keene,17409
1779,Coon,17409
1780,Sierra,17409
1781,Witherspoon,17409
1782,Staples,17409
1783,Pettit,17409
1784,Kincaid,17409
1785,Eason,17409
1786,Madrid,17409
1787,Echols,17409
1788,Lusk,17409
1789,Wu,17409
1790,Stahl,17409
1791,Currie,17409
1792,Thayer,17409
1793,Shultz,17409
1794,Sherwood,17409
1795,Mcnally,17409
1796,Seay,17409
1797,North,17409
1798,Maher,17409
1799,Kenny,17409
1800,Hope,17409
1801,Gagne,17409
1802,Barrow,17409
1803,Nava,17409
1804,Myles,17409
1805,Moreland,17409
1806,Honeycutt,17409
1807,Hearn,17409
1808,Diggs,17409
1809,Caron,17409
1810,Whitten,17409
1811,Westbrook,17409
1812,Stovall,17409
1813,Ragland,17409
1814,Queen,17409
1815,Munson,17409
1816,Meier,17409
1817,Looney,17409
1818,Kimble,17409
1819,Jolly,17409
1820,Hobson,17409
1821,London,17409
1822,Goddard,17409
1823,Culver,17409
1824,Burr,17409
1825,Presley,17409
1826,Negron,17409
1827,Connell,17409
1828,Tovar,17409
1829,Marcus,17409
1830,Huddleston,17409
1831,Hammer,17409
1832,Ashby,17409
1833,Salter,17409
1834,Root,17409
1835,Pendleton,17409
1836,Oleary,17409
1837,Nickerson,17409
1838,Myrick,17409
1839,Judd,17409
1840,Jacobsen,17409
1841,Elliot,17409
1842,Bain,17409
1843,Adair,17409
1844,Starnes,17409
1845,Sheldon,17409
1846,Matos,17409
1847,Light,17409
1848,Busby,17409
1849,Herndon,17409
1850,Hanley,17409
1851,Bellamy,17409
1852,Jack,17409
1853,Doty,17409
1854,Bartley,17409
1855,Yazzie,17409
1856,Rowell,17409
1857,Parson,17409
1858,Gifford,17409
1859,Cullen,17409
1860,Christiansen,17409
1861,Benavides,17409
1862,Barnhart,17409
1863,Talbot,17409
1864,Mock,17409
1865,Crandall,17409
1866,Connors,17409
1867,Bonds,17409
1868,Whitt,17409
1869,Gage,17409
1870,Bergman,17409
1871,Arredondo,17409
1872,Addison,17409
1873,Marion,17409
1874,Lujan,17409
1875,Dowdy,17409
1876,Jernigan,17409
1877,Huynh,17409
1878,Bouchard,17409
1879,Dutton,17409
1880,Rhoades,17409
1881,Ouellette,17409
1882,Kiser,17409
1883,Rubin,17409
1884,Herrington,17409
1885,Hare,17409
1886,Denny,17409
1887,Blackman,17409
1888,Babb,17409
1889,Allred,17409
1890,Rudd,17409
1891,Paulson,17409
1892,Ogden,17409
1893,Koenig,17409
1894,Jacob,17409
1895,Irving,17409
1896,Geiger,17409
1897,Begay,17409
1898,Parra,17409
1899,Champion,17409
1900,Lassiter,17409
1901,Hawk,17409
1902,Esposito,17409
1903,Cho,17409
1904,Waldron,17409
1905,Vernon,17409
1906,Ransom,17409
1907,Prather,17409
1908,Keenan,17409
1909,Jean,17409
1910,Grover,17409
1911,Chacon,17409
1912,Vick,17409
1913,Sands,17409
1914,Roark,17409
1915,Parr,17409
1916,Mayberry,17409
1917,Greenberg,17409
1918,Coley,17409
1919,Bruner,17409
1920,Whitman,17409
1921,Skaggs,17409
1922,Shipman,17409
1923,Means,17409
1924,Leary,17409
1925,Hutton,17409
1926,Romo,17409
1927,Medrano,17409
1928,Ladd,17409
1929,Kruse,17409
1930,Friend,17409
1931,Darling,17409
1932,Askew,17409
1933,Valentin,17409
1934,Schulz,17409
1935,Alfaro,17409
1936,Tabor,17409
1937,Mohr,17409
1938,Gallo,17409
1939,Bermudez,17409
1940,Pereira,17409
1941,Isaac,17409
1942,Bliss,17409
1943,Reaves,14922
1944,Flint,14922
1945,Comer,14922
1946,Boston,14922
1947,Woodall,14922
1948,Naquin,14922
1949,Guevara,14922
1950,Earl,14922
1951,Delong,14922
1952,Carrier,14922
1953,Pickens,14922
1954,Brand,14922
1955,Tilley,14922
1956,Schaffer,14922
1957,Read,14922
1958,Lim,14922
1959,Knutson,14922
1960,Fenton,14922
1961,Doran,14922
1962,Chu,14922
1963,Vogt,14922
1964,Vann,14922
1965,Prescott,14922
1966,Mclain,14922
1967,Landis,14922
1968,Corcoran,14922
1969,Ambrose,14922
1970,Zapata,14922
1971,Hyatt,14922
1972,Hemphill,14922
1973,Faulk,14922
1974,Call,14922
1975,Dove,14922
1976,Boudreaux,14922
1977,Aragon,14922
1978,Whitlock,14922
1979,Trejo,14922
1980,Tackett,14922
1981,Shearer,14922
1982,Saldana,14922
1983,Hanks,14922
1984,Gold,14922
1985,Driver,14922
1986,Mckinnon,14922
1987,Koehler,14922
1988,Champagne,14922
1989,Bourgeois,14922
1990,Pool,14922
1991,Keyes,14922
1992,Goodson,14922
1993,Foote,14922
1994,Early,14922
1995,Lunsford,14922
1996,Goldsmith,14922
1997,Flood,14922
1998,Winslow,14922
1999,Sams,14922
2000,Reagan,14922
2001,Mccloud,14922
2002,Hough,14922
2003,Esquivel,14922
2004,Naylor,14922
2005,Loomis,14922
2006,Coronado,14922
2007,Ludwig,14922
2008,Braswell,14922
2009,Bearden,14922
2010,Sherrill,14922
2011,Huang,14922
2012,Fagan,14922
2013,Ezell,14922
2014,Edmondson,14922
2015,Cyr,14922
2016,Cronin,14922
2017,Nunn,14922
2018,Lemon,14922
2019,Guillory,14922
2020,Grier,14922
2021,Dubose,14922
2022,Traylor,14922
2023,Ryder,14922
2024,Dobbins,14922
2025,Coyle,14922
2026,Aponte,14922
2027,Whitmore,14922
2028,Smalls,14922
2029,Rowan,14922
2030,Malloy,14922
2031,Cardona,14922
2032,Braxton,14922
2033,Borden,14922
2034,Humphries,14922
2035,Carrasco,14922
2036,Ruff,14922
2037,Metzger,14922
2038,Huntley,14922
2039,Hinojosa,14922
2040,Finney,14922
2041,Madsen,14922
2042,Hong,14922
2043,Hills,14922
2044,Ernst,14922
2045,Dozier,14922
2046,Burkhart,14922
2047,Bowser,14922
2048,Peralta,14922
2049,Daigle,14922
2050,Whittington,14922
2051,Sorenson,14922
2052,Saucedo,14922
2053,Roche,14922
2054,Redding,14922
2055,Loyd,14922
2056,Fugate,14922
2057,Avalos,14922
2058,Waite,14922
2059,Lind,14922
2060,Huston,14922
2061,Hay,14922
2062,Benedict,14922
2063,Hawthorne,14922
2064,Hamby,14922
2065,Boyles,14922
2066,Boles,14922
2067,Regan,14922
2068,Faust,14922
2069,Crook,14922
2070,Beam,14922
2071,Barger,14922
2072,Hinds,14922
2073,Gallardo,14922
2074,Elias,14922
2075,Willoughby,14922
2076,Willingham,14922
2077,Wilburn,14922
2078,Eckert,14922
2079,Busch,14922
2080,Zepeda,14922
2081,Worthington,14922
2082,Tinsley,14922
2083,Russ,14922
2084,Li,14922
2085,Hoff,14922
2086,Hawley,14922
2087,Carmona,14922
2088,Varela,14922
2089,Rector,14922
2090,Newcomb,14922
2091,Mallory,14922
2092,Kinsey,14922
2093,Dube,14922
2094,Whatley,14922
2095,Strange,14922
2096,Ragsdale,14922
2097,Ivy,14922
2098,Bernstein,14922
2099,Becerra,14922
2100,Yost,14922
2101,Mattson,14922
2102,Ly,14922
2103,Felder,14922
2104,Cheek,14922
2105,Luke,14922
2106,Handy,14922
2107,Grossman,14922
2108,Gauthier,14922
2109,Escobedo,14922
2110,Braden,14922
2111,Beckman,14922
2112,Mott,14922
2113,Hillman,14922
2114,Gil,14922
2115,Flaherty,14922
2116,Dykes,14922
2117,Doe,14922
2118,Stockton,14922
2119,Stearns,14922
2120,Lofton,14922
2121,Kitchen,14922
2122,Coats,14922
2123,Cavazos,14922
2124,Beavers,14922
2125,Barrios,14922
2126,Tang,14922
2127,Parish,14922
2128,Mosher,14922
2129,Lincoln,14922
2130,Cardwell,14922
2131,Coles,14922
2132,Burnham,14922
2133,Weller,14922
2134,Lemons,14922
2135,Beebe,14922
2136,Aguilera,14922
2137,Ring,14922
2138,Parnell,14922
2139,Harman,14922
2140,Couture,14922
2141,Alley,14922
2142,Schumacher,14922
2143,Redd,14922
2144,Dobbs,14922
2145,Blum,14922
2146,Blalock,14922
2147,Merchant,14922
2148,Ennis,14922
2149,Denson,14922
2150,Cottrell,14922
2151,Chester,14922
2152,Brannon,14922
2153,Bagley,14922
2154,Aviles,14922
2155,Watt,14922
2156,Sousa,14922
2157,Rosenthal,14922
2158,Rooney,14922
2159,Dietz,14922
2160,Blank,14922
2161,Paquette,14922
2162,Mcclelland,14922
2163,Duff,14922
2164,Velasco,14922
2165,Lentz,14922
2166,Grubb,14922
2167,Burrows,14922
2168,Barbour,14922
2169,Ulrich,14922
2170,Shockley,14922
2171,Rader,14922
2172,German,14922
2173,Beyer,14922
2174,Mixon,14922
2175,Layton,14922
2176,Altman,14922
2177,Alonzo,14922
2178,Weathers,14922
2179,Titus,14922
2180,Stoner,14922
2181,Squires,14922
2182,Shipp,14922
2183,Priest,14922
2184,Lipscomb,14922
2185,Cutler,14922
2186,Caballero,14922
2187,Zimmer,14922
2188,Willett,14922
2189,Thurston,14922
2190,Storey,14922
2191,Medley,14922
2192,Lyle,14922
2193,Epperson,14922
2194,Shah,14922
2195,Mcmillian,14922
2196,Baggett,14922
2197,Torrez,14922
2198,Laws,14922
2199,Hirsch,14922
2200,Dent,14922
2201,Corey,14922
2202,Poirier,14922
2203,Peachey,14922
2204,Jacques,14922
2205,Farrar,14922
2206,Creech,14922
2207,Barth,14922
2208,Trimble,14922
2209,France,14922
2210,Dupre,14922
2211,Albrecht,14922
2212,Sample,14922
2213,Lawler,14922
2214,Crisp,14922
2215,Conroy,14922
2216,Chadwick,14922
2217,Wetzel,14922
2218,Nesbitt,14922
2219,Murry,14922
2220,Jameson,14922
2221,Wilhelm,14922
2222,Patten,14922
2223,Minton,14922
2224,Matson,14922
2225,Kimbrough,14922
2226,Iverson,14922
2227,Guinn,14922
2228,Gale,14922
2229,Fortune,14922
2230,Croft,14922
2231,Toth,14922
2232,Pulliam,14922
2233,Nugent,14922
2234,Newby,14922
2235,Littlejohn,14922
2236,Dias,14922
2237,Canales,14922
2238,Bernier,14922
2239,Baron,14922
2240,Barney,14922
2241,Singletary,14922
2242,Renteria,14922
2243,Pruett,14922
2244,Mchugh,14922
2245,Mabry,14922
2246,Landrum,14922
2247,Brower,14922
2248,Weldon,14922
2249,Stoddard,14922
2250,Ruth,14922
2251,Cagle,14922
2252,Stjohn,14922
2253,Scales,14922
2254,Kohler,14922
2255,Kellogg,14922
2256,Hopson,14922
2257,Gant,14922
2258,Tharp,14922
2259,Gann,14922
2260,Zeigler,14922
2261,Pringle,14922
2262,Hammons,14922
2263,Fairchild,14922
2264,Deaton,14922
2265,Chavis,14922
2266,Carnes,14922
2267,Rowley,14922
2268,Matlock,14922
2269,Libby,14922
2270,Kearns,14922
2271,Irizarry,14922
2272,Carrington,14922
2273,Starkey,14922
2274,Pepper,14922
2275,Lopes,14922
2276,Jarrell,14922
2277,Fay,14922
2278,Craven,14922
2279,Beverly,14922
2280,Baum,14922
2281,Spain,12435
2282,Littlefield,12435
2283,Linn,12435
2284,Humphreys,12435
2285,Hook,12435
2286,High,12435
2287,Etheridge,12435
2288,Cuellar,12435
2289,Chastain,12435
2290,Chance,12435
2291,Bundy,12435
2292,Speer,12435
2293,Skelton,12435
2294,Quiroz,12435
2295,Pyle,12435
2296,Portillo,12435
2297,Ponder,12435
2298,Moulton,12435
2299,Machado,12435
2300,Liu,12435
2301,Killian,12435
2302,Hutson,12435
2303,Hitchcock,12435
2304,Ellsworth,12435
2305,Dowling,12435
2306,Cloud,12435
2307,Burdick,12435
2308,Spann,12435
2309,Pedersen,12435
2310,Levin,12435
2311,Leggett,12435
2312,Hayward,12435
2313,Hacker,12435
2314,Dietrich,12435
2315,Beaulieu,12435
2316,Barksdale,12435
2317,Wakefield,12435
2318,Snowden,12435
2319,Paris,12435
2320,Briscoe,12435
2321,Bowie,12435
2322,Berman,12435
2323,Ogle,12435
2324,Mcgregor,12435
2325,Laughlin,12435
2326,Helm,12435
2327,Burden,12435
2328,Wheatley,12435
2329,Schreiber,12435
2330,Pressley,12435
2331,Parris,12435
2332,Ng,12435
2333,Alaniz,12435
2334,Agee,12435
2335,Urban,12435
2336,Swann,12435
2337,Snodgrass,12435
2338,Schuster,12435
2339,Radford,12435
2340,Monk,12435
2341,Mattingly,12435
2342,Main,12435
2343,Lamar,12435
2344,Harp,12435
2345,Girard,12435
2346,Cheney,12435
2347,Yancey,12435
2348,Wagoner,12435
2349,Ridley,12435
2350,Lombardo,12435
2351,Lau,12435
2352,Hudgins,12435
2353,Gaskins,12435
2354,Duckworth,12435
2355,Coe,12435
2356,Coburn,12435
2357,Willey,12435
2358,Prado,12435
2359,Newberry,12435
2360,Magana,12435
2361,Hammonds,12435
2362,Elam,12435
2363,Whipple,12435
2364,Slade,12435
2365,Serna,12435
2366,Ojeda,12435
2367,Liles,12435
2368,Dorman,12435
2369,Diehl,12435
2370,Angel,12435
2371,Upton,12435
2372,Reardon,12435
2373,Michaels,12435
2374,Kelsey,12435
2375,Goetz,12435
2376,Eller,12435
2377,Bauman,12435
2378,Baer,12435
2379,Augustine,12435
2380,Layne,12435
2381,Hummel,12435
2382,Brenner,12435
2383,Amaya,12435
2384,Adamson,12435
2385,Ornelas,12435
2386,Dowell,12435
2387,Cloutier,12435
2388,Christy,12435
2389,Castellanos,12435
2390,Wing,12435
2391,Wellman,12435
2392,Saylor,12435
2393,Orourke,12435
2394,Moya,12435
2395,Montalvo,12435
2396,Kilpatrick,12435
2397,Harley,12435
2398,Durbin,12435
2399,Shell,12435
2400,Oldham,12435
2401,Kang,12435
2402,Garvin,12435
2403,Foss,12435
2404,Branham,12435
2405,Bartholomew,12435
2406,Templeton,12435
2407,Maguire,12435
2408,Holton,12435
2409,Alonso,12435
2410,Rider,12435
2411,Monahan,12435
2412,Mccormack,12435
2413,Beaty,12435
2414,Anders,12435
2415,Streeter,12435
2416,Nieto,12435
2417,Nielson,12435
2418,Moffett,12435
2419,Lankford,12435
2420,Keating,12435
2421,Heck,12435
2422,Gatlin,12435
2423,Delatorre,12435
2424,Callaway,12435
2425,Adcock,12435
2426,Worrell,12435
2427,Unger,12435
2428,Robinette,12435
2429,Nowak,12435
2430,Jeter,12435
2431,Brunner,12435
2432,Ashton,12435
2433,Steen,12435
2434,Parrott,12435
2435,Overstreet,12435
2436,Nobles,12435
2437,Montanez,12435
2438,Luther,12435
2439,Clevenger,12435
2440,Brinkley,12435
2441,Trahan,12435
2442,Quarles,12435
2443,Pickering,12435
2444,Pederson,12435
2445,Jansen,12435
2446,Grantham,12435
2447,Gilchrist,12435
2448,Crespo,12435
2449,Aiken,12435
2450,Schell,12435
2451,Schaeffer,12435
2452,Lorenz,12435
2453,Leyva,12435
2454,Harms,12435
2455,Dyson,12435
2456,Wallis,12435
2457,Pease,12435
2458,Leavitt,12435
2459,Hyman,12435
2460,Cheng,12435
2461,Cavanaugh,12435
2462,Batts,12435
2463,Warden,12435
2464,Seaman,12435
2465,Rockwell,12435
2466,Quezada,12435
2467,Paxton,12435
2468,Linder,12435
2469,Houck,12435
2470,Fontaine,12435
2471,Durant,12435
2472,Caruso,12435
2473,Adler,12435
2474,Pimentel,12435
2475,Mize,12435
2476,Lytle,12435
2477,Donald,12435
2478,Cleary,12435
2479,Cason,12435
2480,Acker,12435
2481,Switzer,12435
2482,Salmon,12435
2483,Isaacs,12435
2484,Higginbotham,12435
2485,Han,12435
2486,Waterman,12435
2487,Vandyke,12435
2488,Stamper,12435
2489,Sisk,12435
2490,Shuler,12435
2491,Riddick,12435
2492,Redman,12435
2493,Mcmahan,12435
2494,Levesque,12435
2495,Hatton,12435
2496,Bronson,12435
2497,Bollinger,12435
2498,Arnett,12435
2499,Okeefe,12435
2500,Gerber,12435
2501,Gannon,12435
2502,Farnsworth,12435
2503,Baughman,12435
2504,Silverman,12435
2505,Satterfield,12435
2506,Royal,12435
2507,Mccrary,12435
2508,Kowalski,12435
2509,Joy,12435
2510,Grigsby,12435
2511,Greco,12435
2512,Cabral,12435
2513,Trout,12435
2514,Rinehart,12435
2515,Mahon,12435
2516,Linton,12435
2517,Gooden,12435
2518,Curley,12435
2519,Baugh,12435
2520,Wyman,12435
2521,Weiner,12435
2522,Schwab,12435
2523,Schuler,12435
2524,Morrissey,12435
2525,Mahan,12435
2526,Coy,12435
2527,Bunn,12435
2528,Andrew,12435
2529,Thrasher,12435
2530,Spear,12435
2531,Waggoner,12435
2532,Shelley,12435
2533,Robert,12435
2534,Qualls,12435
2535,Purdy,12435
2536,Mcwhorter,12435
2537,Mauldin,12435
2538,Mark,12435
2539,Jordon,12435
2540,Gilman,12435
2541,Perryman,12435
2542,Newsom,12435
2543,Menard,12435
2544,Martino,12435
2545,Graf,12435
2546,Billingsley,12435
2547,Artis,12435
2548,Simpkins,12435
2549,Salisbury,12435
2550,Quintanilla,12435
2551,Gilliland,12435
2552,Fraley,12435
2553,Foust,12435
2554,Crouse,12435
2555,Scarborough,12435
2556,Ngo,12435
2557,Grissom,12435
2558,Fultz,12435
2559,Rico,12435
2560,Marlow,12435
2561,Markham,12435
2562,Madrigal,12435
2563,Lawton,12435
2564,Barfield,12435
2565,Whiting,12435
2566,Varney,12435
2567,Schwarz,12435
2568,Huey,12435
2569,Gooch,12435
2570,Arce,12435
2571,Wheat,12435
2572,Truong,12435
2573,Poulin,12435
2574,Mackenzie,12435
2575,Leone,12435
2576,Hurtado,12435
2577,Selby,12435
2578,Gaither,12435
2579,Fortner,12435
2580,Culpepper,12435
2581,Coughlin,12435
2582,Brinson,12435
2583,Boudreau,12435
2584,Barkley,12435
2585,Bales,12435
2586,Stepp,12435
2587,Holm,12435
2588,Tan,12435
2589,Schilling,12435
2590,Morrell,12435
2591,Kahn,12435
2592,Heaton,12435
2593,Gamez,12435
2594,Douglass,12435
2595,Causey,12435
2596,Brothers,12435
2597,Turpin,12435
2598,Shanks,12435
2599,Schrader,12435
2600,Meek,12435
2601,Isom,12435
2602,Hardison,12435
2603,Carranza,12435
2604,Yanez,12435
2605,Way,12435
2606,Scroggins,12435
2607,Schofield,12435
2608,Runyon,12435
2609,Ratcliff,12435
2610,Murrell,12435
2611,Moeller,12435
2612,Irby,12435
2613,Currier,12435
2614,Butterfield,12435
2615,Yee,12435
2616,Ralston,12435
2617,Pullen,12435
2618,Pinson,12435
2619,Estep,12435
2620,East,12435
2621,Carbone,12435
2622,Lance,12435
2623,Hawks,12435
2624,Ellington,12435
2625,Casillas,12435
2626,Spurlock,12435
2627,Sikes,12435
2628,Motley,12435
2629,Mccartney,12435
2630,Kruger,12435
2631,Isbell,12435
2632,Houle,12435
2633,Francisco,12435
2634,Burk,12435
2635,Bone,12435
2636,Tomlin,12435
2637,Shelby,12435
2638,Quigley,12435
2639,Neumann,12435
2640,Lovelace,12435
2641,Fennell,12435
2642,Colby,12435
2643,Cheatham,12435
2644,Bustamante,12435
2645,Skidmore,12435
2646,Hidalgo,12435
2647,Forman,12435
2648,Culp,12435
2649,Bowens,12435
2650,Betancourt,12435
2651,Aquino,12435
2652,Robb,12435
2653,Rea,12435
2654,Milner,12435
2655,Martel,12435
2656,Gresham,12435
2657,Wiles,12435
2658,Ricketts,12435
2659,Gavin,12435
2660,Dowd,12435
2661,Collazo,12435
2662,Bostic,12435
2663,Blakely,12435
2664,Sherrod,12435
2665,Power,12435
2666,Kenyon,12435
2667,Gandy,12435
2668,Ebert,12435
2669,Deloach,12435
2670,Cary,12435
